num,speaker,sentence
ep20-0902,성동일,봐봐 내말이 틀림없어
ep20-0903,성동일,어이구 질러부러
ep20-0904,이일화,으이그
ep20-0905,이일화,선수들이나 좀 잘 맞차라
ep20-0906,이일화,옛날 맨키로 또 헛다리 짚지 말고
ep20-0907,성동일,아 이사람아 이번 우승 확실하니 SK..어?
ep20-0908,성동일,와이번스 라니까
ep20-0909,이일화,박감독은 현대 유니콘스라 카던데
ep20-0910,성동일,하이고~
ep20-0911,성동일,박감독 그새끼가 뭣을알어
ep20-0912,성동일,안그래도 박감독하고 내가 백만원 빵 걸어부렀네
ep20-0913,이일화,흐익! 백만원 빵?
ep20-0914,성동일,흐흐흐
ep20-0915,성동일,나의 우승은 SK 와이번스
ep20-0916,성동일,박감독은 현대 유니콘스
ep20-0917,성동일,내가 이번에 안있는가
ep20-0918,성동일,당신 밍크는 못해줘도 박감독한테 돈 따가꼬
ep20-0919,성동일,무스탕 하나 사줄라니까 기달리고 있어
ep20-0920,이일화,맞나~
ep20-0921,이일화,그카믄 뭐 고마 삼백만원 빵 하지그랬노~
ep20-0922,이일화,그리 확실하나 기면
ep20-0923,성동일,안그래도 이따 박감독 만나가꼬 판돈 그냥 콱 튀어불라고
ep20-0924,성동일,여보 나가서 커피나 한잔 하세
ep20-0925,이일화,안된다 쑥쑥이 온다 캤다
ep20-0926,이일화,호준이가 델꼬 온다고 전화했드라
ep20-0927,성동일,안그래도 우리 쑥쑥이가 얼굴 까먹겠어..
ep20-0928,성동일,소문 들어 봉께 호준이놈이
ep20-0929,성동일,지가 아부지라고 알고있드만
ep20-0930,이일화,이따 델꼬오믄 둘이 떨어 질라 카겠나
ep20-0931,성동일,아 이 사람아.. 당신이 하나만 알고 둘은 모르는 것이여
ep20-0932,이일화,와 아이가
ep20-0933,이일화,해태랑 하도 붙어댕기가 지 엄마 얼굴도 잊아뿌겠다
ep20-0934,성동일,아이그..
ep20-0935,성동일,이 사람아 나중에 보면 아네
ep20-0936,성동일,사람맴이 그런것이 아니여
ep20-0937,성동일,아후.. 오늘 질리는 애들이 마이 나온데
ep20-0938,성동일,꺼부러
ep20-0939,성나정,그기 그렇게 충격이가
ep20-0940,성나정,니 쑥쑥이를 억스로 사랑했는 갑다잉
ep20-0941,해태,와 쑥쑥이 갸가 나한테 어떻게 이럴 수가 있지
ep20-0942,해태,야
ep20-0943,해태,너거도 알지
ep20-0944,해태,요 며칠동안 쑥쑥이 한테 얼마나 지극 정성이었냐
ep20-0945,해태,이?
ep20-0946,해태,야 갸가 날 또 얼마나 잘 따랐어
ep20-0947,해태,나없으믄 밥도 안먹어 불지 잠도 안 자불지
ep20-0948,해태,갸가 그랬던 애라니까
ep20-0949,해태,근디
ep20-0950,해태,즈그 엄마를 보자마자 날 대번에 생까는거 봤지? 너거도 봤지?
ep20-0951,해태,저거 엄마 품에 안겨가지고 나한테 눈길한번 안준거 봤지
ep20-0952,해태,와.. 진짜 내가 살다살다 여섯살짜리한테 배신감 느껴본건 처음이다
ep20-0953,조윤진,야 그것은 당연한 것이지
ep20-0954,해태,하나도 안 당연하거든 뭐 자꾸 당연하다고 해싸
ep20-0955,조윤진,당연하지 엄마가 더 좋응께
ep20-0956,조윤진,엄마가 더 좋응게 그러는 거라고 이 벅수야
ep20-0957,삼천포,하모 잠깐 엄마어디 갔다고 쪼로로 니한테 올줄 알았나
ep20-0958,삼천포,니는 엄마한테 안돼.. 이길 수가 없다 임마
ep20-0959,삼천포,백날 지극정성을 들여봐라 될대로 되나
ep20-0960,해태,아 몰라몰라 인정못해
ep20-0961,해태,야 인지상정이라 그랬어
ep20-0962,해태,쑥쑥이 갸는 나한테 그라믄 안돼
ep20-0963,해태,나한테 실수하는 거여
ep20-0964,빙그레,야 이제 여섯살이다 여섯살
ep20-0965,빙그레,여섯살이 뭐 잘못했다고
ep20-0966,해태,사랑은 움직이는 거라 그랬다
ep20-0967,해태,018 선전하는 김민희가
ep20-0968,해태,움직이게 되 있어
ep20-0969,효과음,(전화벨)
ep20-0970,성나정,네 여보세요
ep20-0971,성나정,아.. 이메일 잘 받으셨죠?
ep20-0972,성나정,예 확인 후 다시 연락주세요
ep20-0973,성나정,네네 감사합니다..
ep20-0974,효과음,이승환 천일동안
ep20-0975,효과음,이승환 천일동안
ep20-0976,독백,아빠가 없어도
ep20-0977,효과음,이승환 천일동안
ep20-0978,독백,엄마가 없어도
ep20-0979,효과음,이승환 천일동안
ep20-0980,독백,난 야구만으로도 충분히 바쁘고 뜨거웠다
ep20-0981,효과음,이승환 천일동안
ep20-0982,효과음,이승환 천일동안
ep20-0983,독백,외로움따윈 치열하지 못한 삶에나 찾아드는
ep20-0984,효과음,이승환 천일동안
ep20-0985,독백,한가로운 감정인 줄만 알았다
ep20-0986,효과음,이승환 천일동안
ep20-0987,효과음,천일동안 난
ep20-0988,효과음,천일동안 난
ep20-0989,독백,그러던 스무살 어느날
ep20-0990,효과음,천일동안 난
ep20-0991,독백,그 사람을 위한 자리를 비워두기 시작한 그 날부터
ep20-0992,효과음,우리의 사랑이 영원할 거라 믿어왔었던거죠
ep20-0993,독백,그 사람을 위한 자리를 비워두기 시작한 그 날부터
ep20-0994,효과음,우리의 사랑이 영원할 거라 믿어왔었던거죠
ep20-0995,독백,그 빈자리가 허전해
ep20-0996,효과음,우리의 사랑이 영원할 거라 믿어왔었던거죠
ep20-0997,독백,가슴한켠이 시려오기 시작했다
ep20-0998,효과음,우리의 사랑이 영원할 거라 믿어왔었던거죠
ep20-0999,효과음,우리의 사랑이 영원할 거라 믿어왔었던거죠
ep20-1000,독백,그게 외로움이 라는걸
ep20-1001,효과음,어리석게도 그런 줄로만 알고 있었죠
ep20-1002,독백,그리고 내가 참 많이 외로운 사람이었다는걸
ep20-1003,독백,그 때서야 알게됬다
ep20-1004,독백,외로워서 그리웠고
ep20-1005,독백,그리워서 더 외로웠다
ep20-1006,효과음,헤어지자는 말은 참을 수 있었지만
ep20-1007,칠봉이,나.. 나정아
ep20-1008,효과음,헤어지자는 말은 참을 수 있었지만
ep20-1009,효과음,헤어지자는 말은 참을 수 있었지만으흐흑...
ep20-1010,효과음,당신의 행복을 빌어줄
ep20-1011,효과음,당신의 행복을 빌어줄
ep20-1012,성나정,허헝...
ep20-1013,효과음,당신의 행복을 빌어줄
ep20-1014,효과음,내 모습이 낯설어 보이진 않을런지
ep20-1015,효과음,그 천일동안 알고 있었나요
ep20-1016,효과음,많이 웃고 또 많이 울던 당신을 항상
ep20-1017,효과음,지켜주던 감사해 하던
ep20-1018,효과음,너무 사랑했던 나를
ep20-1019,효과음,보고 싶겠죠 천일이 훨씬
ep20-1020,효과음,보고 싶겠죠 천일이 훨씬
ep20-1021,칠봉이,왜 괜찮아?
ep20-1022,효과음,보고 싶겠죠 천일이 훨씬
ep20-1023,효과음,지난 후에라도 역시 그럴테죠
ep20-1024,효과음,지난 후에라도 역시 그럴테죠
ep20-1025,칠봉이,자 물 좀 마셔
ep20-1026,효과음,지난 후에라도 역시 그럴테죠
ep20-1027,효과음,지난 후에라도 역시 그럴테죠
ep20-1028,칠봉이,괜찮아?
ep20-1029,효과음,지난 후에라도 역시 그럴테죠
ep20-1030,칠봉이,응?
ep20-1031,효과음,지난 후에라도 역시 그럴테죠
ep20-1032,효과음,난 괜찮아요
ep20-1033,효과음,당신이 내 곁에 있어 줬잖아요
ep20-1034,이일화,(일화)니 어디가는데
ep20-1035,효과음,그 천일동안 알고 있었나요
ep20-1036,성나정,오빠 병원에 도시락 갖다주러
ep20-1037,효과음,그 천일동안 알고 있었나요
ep20-1038,효과음,많이 웃고 또 많이 울던 당신을 항상
ep20-1039,효과음,많이 웃고 또 많이 울던 당신을 항상
ep20-1040,성나정,내 갔다오께~~
ep20-1041,효과음,많이 웃고 또 많이 울던 당신을 항상
ep20-1042,효과음,지켜주던 감사해 하던
ep20-1043,효과음,너무 사랑했던 나를..
ep20-1044,효과음,너무 사랑했던 나를..
ep20-1045,독백,(칠봉)끝날때까지 끝난게 아니다
ep20-1046,독백,하지만 끝이 없는 게임이라면
ep20-1047,독백,스스로 끝을 결정해야만 한다
ep20-1048,독백,일만시간의 가슴앓이에도 안되는 일이 있다면
ep20-1049,독백,그 사람을 위해서라도
ep20-1050,독백,이제 가슴을 내려놓아야만한다
ep20-1051,독백,"끝을,"
ep20-1052,독백,시작해야만한다
ep20-1053,효과음,(전화벨)
ep20-1054,성나정,네
ep20-1055,칠봉이,(칠봉)난데.. 준이
ep20-1056,성나정,왜 뭐 사가까
ep20-1057,칠봉이,(아냐)
ep20-1058,칠봉이,(오늘 올꺼지?)
ep20-1059,성나정,당연하지
ep20-1060,성나정,오늘도 끝나자마자 바로가께
ep20-1061,칠봉이,(아냐아냐.. 천천히 와도 돼)
ep20-1062,칠봉이,(저.. 나정아)
ep20-1063,성나정,응?
ep20-1064,칠봉이,(나 오늘...)
ep20-1065,칠봉이,(너 한테 할말 있는데)
ep20-1066,성나정,어 지금 말해라
ep20-1067,성나정,내 시간 된다
ep20-1068,칠봉이,(이따가 너 오면 말할게)
ep20-1069,칠봉이,"(끊는다, 일해)"
ep20-1070,칠봉이,미안
ep20-1071,칠봉이,나..
ep20-1072,칠봉이,나은지 좀 됬어
ep20-1073,칠봉이,완전 다 나았어
ep20-1074,칠봉이,그러니까
ep20-1075,칠봉이,너 내일부터 안와도 돼
ep20-1076,칠봉이,나 멀쩡해
ep20-1077,성나정,진짜?
ep20-1078,성나정,진짜 다 나았다꼬
ep20-1079,칠봉이,야
ep20-1080,칠봉이,내가 누구냐
ep20-1081,칠봉이,너 운전면허 때 못 봤어?
ep20-1082,칠봉이,너 그 때도 몰랐잖아
ep20-1083,칠봉이,미안
ep20-1084,칠봉이,그냥 한대 때릴래?
ep20-1085,성나정,으이그
ep20-1086,칠봉이,아..!!
ep20-1087,칠봉이,아아!!
ep20-1088,성나정,어유
ep20-1089,성나정,으이씨
ep20-1090,칠봉이,잘못했어..
ep20-1091,칠봉이,잘못했어 내가 진짜
ep20-1092,성나정,아.. 진짜
ep20-1093,성나정,니 진짜 괜찮은거 맞제
ep20-1094,성나정,말도 안되제
ep20-1095,성나정,고마 확 직이삐까
ep20-1096,성나정,어째 그런걸로 뻥을 칠수가 있노
ep20-1097,조윤진,칠봉이 그 새끼진짜 대박이네
ep20-1098,조윤진,야 근디 갸가 오죽했으면 그랬겠냐
ep20-1099,조윤진,근디 니 오늘 병원 왜 간대
ep20-1100,조윤진,걔 멀쩡하다매
ep20-1101,성나정,그래도 내 때매 다칬는데
ep20-1102,성나정,나을 때까지 가볼라고
ep20-1103,조윤진,늦었다 얼른 가자
ep20-1104,성나정,니도 알고 있었제 김동준
ep20-1105,성나정,똑바로 말해라
ep20-1106,성나정,아이고아이고 또 바쁜척 한다
ep20-1107,성나정,내 병실 다 왔거든 이따 밤에 온나
ep20-1108,성나정,오면 니도 내한테 죽었다
ep20-1109,성나정,칠봉아
ep20-1110,성나정,어?
ep20-1111,효과음,이문세 끝의시작
ep20-1112,효과음,이문세 끝의시작
ep20-1113,칠봉이,네
ep20-1114,효과음,이문세 끝의시작
ep20-1115,칠봉이,교수님
ep20-1116,효과음,이문세 끝의시작
ep20-1117,효과음,이문세 끝의시작
ep20-1118,효과음,진짜 죄송합니다
ep20-1119,효과음,이문세 끝의시작
ep20-1120,효과음,이문세 끝의시작
ep20-1121,보조출연,(벌써 퇴원하면 어떡해)
ep20-1122,효과음,이문세 끝의시작
ep20-1123,보조출연,(너 아직 멀었어)
ep20-1124,효과음,이문세 끝의시작
ep20-1125,보조출연,"(이제 막 치료시작할라 그러는데, 뭐야 너!)"
ep20-1126,효과음,이문세 끝의시작
ep20-1127,효과음,이문세 끝의시작
ep20-1128,보조출연,(무슨 일 있어?)
ep20-1129,효과음,이문세 끝의시작
ep20-1130,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1131,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1132,칠봉이,아뇨 일은 무슨..
ep20-1133,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1134,칠봉이,교수님 제가
ep20-1135,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1136,칠봉이,하루에 한번씩 꼭 병원 갈게요
ep20-1137,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1138,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1139,칠봉이,네..
ep20-1140,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1141,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1142,칠봉이,죄송합니다
ep20-1143,효과음,그대는 떠나고 비는 내려요 나의 맘 어떻게 할까
ep20-1144,효과음,이대로 그대를 떠나 보내면 먼 훗날 후회할꺼야
ep20-1145,효과음,이대로 그대를 떠나 보내면 먼 훗날 후회할꺼야
ep20-1146,성나정,아!
ep20-1147,효과음,이대로 그대를 떠나 보내면 먼 훗날 후회할꺼야
ep20-1148,효과음,이대로 그대를 떠나 보내면 먼 훗날 후회할꺼야
ep20-1149,보조출연,죄송합니다
ep20-1150,효과음,이대로 그대를 떠나 보내면 먼 훗날 후회할꺼야
ep20-1151,효과음,비는 내리고 소나기 되어 하늘을 찢을듯 한데
ep20-1152,효과음,이대로 떠나면 후회 할 텐데 먼 훗날 후회할텐데
ep20-1153,효과음,그대는 말도 없이 가지만 난 아직 그렇지 않아
ep20-1154,효과음,그대여 나를 멀리 떠나 가세요
ep20-1155,효과음,내가 눈물 흘리기전에
ep20-1156,효과음,내가 눈물 흘리기전에..
ep20-1157,효과음,(TV)오늘 밤 자정비행기로 김포공항을 통해 미국으로 출국했습니다
ep20-1158,효과음,환영해준 고국의 팬들에게 고마움을 전하며
ep20-1159,효과음,올시즌 역시 두자리 승수 이상을 올리겠다는
ep20-1160,효과음,각오를 피력하며 출국길에 올랐는데요
ep20-1161,해태,아따.. 진짜 칠봉이가 빅스타긴 빅스탄갑다
ep20-1162,해태,기자들 몰린거 좀 봐라
ep20-1163,삼천포,칠봉이.. 이코노믹은 안타겠제
ep20-1164,삼천포,비지니스만 탈끼다 맞제
ep20-1165,해태,아 무식한 새끼
ep20-1166,해태,야 이코노믹이 아니라 이코노미.
ep20-1167,해태,글고 당연히 비지니스 타시것지
ep20-1168,삼천포,내 평생소원이 비지니스타고 외국 함 나가보는 기다
ep20-1169,해태,아따.. 우리 친구 소원한번 겁나게 뽀대나네
ep20-1170,삼천포,니 그거 아나
ep20-1171,해태,뭐
ep20-1172,삼천포,비지니스는 밥을 그릇에 준단다
ep20-1173,삼천포,밥을 그릇에 준다고
ep20-1174,해태,그면 밥을 그릇에 주지 니 손바닥에다 퍼주것냐
ep20-1175,삼천포,아니.. 그게 아니고
ep20-1176,삼천포,사기그릇같은데 준단다
ep20-1177,삼천포,쪼매난 그릇이 아니고 집에서 먹는 밥그릇 같은데 준단다
ep20-1178,삼천포,대단하제?
ep20-1179,해태,그려.. 대단하다 대단해..
ep20-1180,삼천포,칠봉이 진짜로 부럽다
ep20-1181,삼천포,이럴 때 보면 딴세상 사람같다
ep20-1182,삼천포,우리하고 완전 다른 사람
ep20-1183,삼천포,안그렇나
ep20-1184,해태,긍께.. 토크쇼도 나가불고
ep20-1185,해태,야 김혜수의 플러스유 이번주라고 하지않았냐
ep20-1186,삼천포,어..
ep20-1187,조윤진,워미워미 저 칠봉이 말하는 거좀 봐봐라잉
ep20-1188,조윤진,겁나 잘한다
ep20-1189,조윤진,근디 우리랑 연습했던 질문은 한개도 안나오는디
ep20-1190,해태,그러게 아까워죽것네 겁나 연습했는디
ep20-1191,빙그레,야 만약에 나와도 준이가 그렇게 하겠냐 다르게 대답하지
ep20-1192,효과음,(TV)자 그러면 마지막 질문 할게요
ep20-1193,효과음,미국에서 생활하실 때 가장 힘들었던 순간이 있다면 언제였나요
ep20-1194,해태,어! 야 이거 우리 예상질문에 있었던거지
ep20-1195,성나정,맞다맞다 기다기다
ep20-1196,조윤진,아야 조용히 좀 해봐봐
ep20-1197,칠봉이,(TV)어...
ep20-1198,칠봉이,경기 끝나고 혼자 집에 들어왔을 때
ep20-1199,해태,그렇지! 잘한다 친구야 잘한다!
ep20-1200,칠봉이,(TV)갑자기 한국음식이 먹고 싶을 때가 있어요
ep20-1201,성나정,봐라 봤제봤제 저 내가 해준기다 저거!
ep20-1202,성나정,아빠 내가 알리준거다 저거 맞제!
ep20-1203,칠봉이,그럴때도 힘들지만 어..
ep20-1204,칠봉이,그래도 가장 힘들었던 순간은..
ep20-1205,칠봉이,친구들이 보고싶을 때요
ep20-1206,칠봉이,한집에서 같이 밥먹고 술 마시면서 놀던 친구들이 있는데요
ep20-1207,칠봉이,그 친구들이
ep20-1208,칠봉이,생각날 때요..
ep20-1209,칠봉이,그 때가
ep20-1210,칠봉이,제일 힘들었던 거 같습니다
ep20-1211,효과음,끝으로 시청자 여러분들께 한말씀 부탁드릴까요
ep20-1212,칠봉이,네.. 어..
